Problema,Columna,Predicción,Confianza_IA,GroundTruth,Acierto
148,IA_Code,IA,0.06866814196109772,IA,✔️
149,Human_Code,Humano,0.45126600563526154,Humano,✔️
149,IA_Code,IA,0.06549061089754105,IA,✔️
150,Human_Code,Humano,0.37672287225723267,Humano,✔️
150,IA_Code,IA,0.06666296720504761,IA,✔️
151,Human_Code,Humano,0.0854002833366394,Humano,✔️
151,IA_Code,Humano,0.09733197838068008,IA,❌
152,Human_Code,Humano,0.1488824039697647,Humano,✔️
152,IA_Code,Humano,0.07364101707935333,IA,❌
153,Human_Code,Humano,0.07886753231287003,Humano,✔️
153,IA_Code,Humano,0.0889836847782135,IA,❌
154,Human_Code,Humano,0.532226026058197,Humano,✔️
154,IA_Code,IA,0.06369856745004654,IA,✔️
155,Human_Code,IA,0.06850623339414597,Humano,❌
155,IA_Code,IA,0.057856783270835876,IA,✔️
156,Human_Code,IA,0.05999767407774925,Humano,❌
156,IA_Code,IA,0.064813032746315,IA,✔️
157,Human_Code,Humano,0.24441815167665482,Humano,✔️
157,IA_Code,IA,0.0578349269926548,IA,✔️
158,Human_Code,Humano,0.10314473509788513,Humano,✔️
158,IA_Code,Humano,0.09413161873817444,IA,❌
159,Human_Code,Humano,0.07483383268117905,Humano,✔️
159,IA_Code,IA,0.05924798175692558,IA,✔️
160,Human_Code,Humano,0.34200626611709595,Humano,✔️
160,IA_Code,Humano,0.26541125774383545,IA,❌
161,Human_Code,Humano,0.10530684515833855,Humano,✔️
161,IA_Code,IA,0.0590839721262455,IA,✔️
162,Human_Code,IA,0.06705395132303238,Humano,❌
162,IA_Code,IA,0.06543751806020737,IA,✔️
163,Human_Code,Humano,0.2623004876077175,Humano,✔️
163,IA_Code,IA,0.06338603794574738,IA,✔️
164,Human_Code,Humano,0.23975981399416924,Humano,✔️
164,IA_Code,Humano,0.14944174885749817,IA,❌
