Problema,Columna,Predicción,Confianza_IA,GroundTruth,Acierto
99,Human_Code,Humano,0.3267895095050335,Humano,✔️
99,IA_Code,Humano,0.13167278096079826,IA,❌
100,Human_Code,IA,0.06886570900678635,Humano,❌
100,IA_Code,IA,0.06440500915050507,IA,✔️
101,Human_Code,Humano,0.3464358150959015,Humano,✔️
101,IA_Code,Humano,0.23376615345478058,IA,❌
102,Human_Code,Humano,0.07461539655923843,Humano,✔️
102,IA_Code,Humano,0.07754535228013992,IA,❌
103,Human_Code,Humano,0.09734945744276047,Humano,✔️
103,IA_Code,Humano,0.07975715398788452,IA,❌
104,Human_Code,Humano,0.5327157378196716,Humano,✔️
104,IA_Code,Humano,0.07469910383224487,IA,❌
105,Human_Code,Humano,0.08325067907571793,Humano,✔️
105,IA_Code,Humano,0.09954918548464775,IA,❌
106,Human_Code,IA,0.06925829499959946,Humano,❌
106,IA_Code,Humano,0.0745004341006279,IA,❌
107,Human_Code,Humano,0.4905773252248764,Humano,✔️
107,IA_Code,Humano,0.21041768292586008,IA,❌
108,Human_Code,Humano,0.30393750965595245,Humano,✔️
108,IA_Code,Humano,0.15164577960968018,IA,❌
109,Human_Code,Humano,0.12166845798492432,Humano,✔️
109,IA_Code,Humano,0.09647431969642639,IA,❌
110,Human_Code,Humano,0.09211276471614838,Humano,✔️
110,IA_Code,Humano,0.2920063566416502,IA,❌
111,Human_Code,Humano,0.19297385091582933,Humano,✔️
111,IA_Code,IA,0.06334204971790314,IA,✔️
112,Human_Code,IA,0.06420020014047623,Humano,❌
112,IA_Code,Humano,0.07430575788021088,IA,❌
113,Human_Code,Humano,0.07496391236782074,Humano,✔️
113,IA_Code,Humano,0.13661353290081024,IA,❌
114,Human_Code,IA,0.06981910765171051,Humano,❌
114,IA_Code,IA,0.06360708177089691,IA,✔️
115,Human_Code,Humano,0.6003836095333099,Humano,✔️
115,IA_Code,Humano,0.1759536936879158,IA,❌
116,Human_Code,Humano,0.31633663550019264,Humano,✔️
116,IA_Code,Humano,0.1532623954117298,IA,❌
117,Human_Code,Humano,0.20479023456573486,Humano,✔️
117,IA_Code,Humano,0.10944890230894089,IA,❌
118,Human_Code,Humano,0.5536505262056987,Humano,✔️
118,IA_Code,IA,0.06241793558001518,IA,✔️
119,Human_Code,Humano,0.07308215647935867,Humano,✔️
119,IA_Code,IA,0.06882410496473312,IA,✔️
120,Human_Code,Humano,0.46980226039886475,Humano,✔️
120,IA_Code,Humano,0.08912600576877594,IA,❌
121,Human_Code,Humano,0.07435301691293716,Humano,✔️
121,IA_Code,IA,0.06511125713586807,IA,✔️
122,Human_Code,Humano,0.12069697678089142,Humano,✔️
122,IA_Code,Humano,0.08262748271226883,IA,❌
123,Human_Code,Humano,0.07566885650157928,Humano,✔️
123,IA_Code,Humano,0.0781763568520546,IA,❌
124,Human_Code,Humano,0.07680951803922653,Humano,✔️
124,IA_Code,Humano,0.07407336682081223,IA,❌
125,Human_Code,Humano,0.17825274169445038,Humano,✔️
125,IA_Code,IA,0.056250154972076416,IA,✔️
126,Human_Code,Humano,0.3124706409871578,Humano,✔️
126,IA_Code,IA,0.061653655022382736,IA,✔️
127,Human_Code,Humano,0.09204768389463425,Humano,✔️
127,IA_Code,Humano,0.1322663277387619,IA,❌
128,Human_Code,Humano,0.07378057390451431,Humano,✔️
128,IA_Code,Humano,0.10145287215709686,IA,❌
129,Human_Code,Humano,0.3959324210882187,Humano,✔️
129,IA_Code,IA,0.05672047659754753,IA,✔️
130,Human_Code,Humano,0.6876726150512695,Humano,✔️
130,IA_Code,IA,0.06722349673509598,IA,✔️
131,Human_Code,IA,0.06938549131155014,Humano,❌
131,IA_Code,Humano,0.1029205247759819,IA,❌
132,Human_Code,Humano,0.5373892784118652,Humano,✔️
132,IA_Code,Humano,0.07255206257104874,IA,❌
133,Human_Code,Humano,0.07734956592321396,Humano,✔️
133,IA_Code,Humano,0.19997451826930046,IA,❌
134,Human_Code,Humano,0.07031334936618805,Humano,✔️
134,IA_Code,Humano,0.07968474179506302,IA,❌
135,Human_Code,Humano,0.08021789789199829,Humano,✔️
135,IA_Code,IA,0.0612613670527935,IA,✔️
136,Human_Code,Humano,0.07302983850240707,Humano,✔️
136,IA_Code,IA,0.06421384960412979,IA,✔️
137,Human_Code,Humano,0.15784180164337158,Humano,✔️
137,IA_Code,Humano,0.07611532509326935,IA,❌
138,Human_Code,Humano,0.5984787940979004,Humano,✔️
138,IA_Code,IA,0.06495407223701477,IA,✔️
139,Human_Code,Humano,0.5065873265266418,Humano,✔️
139,IA_Code,Humano,0.11737004667520523,IA,❌
140,Human_Code,Humano,0.41532177105546,Humano,✔️
140,IA_Code,Humano,0.11480237543582916,IA,❌
141,Human_Code,Humano,0.24510130286216736,Humano,✔️
141,IA_Code,IA,0.05910695716738701,IA,✔️
142,Human_Code,IA,0.06037105247378349,Humano,❌
142,IA_Code,Humano,0.14427115581929684,IA,❌
143,Human_Code,Humano,0.1342441439628601,Humano,✔️
143,IA_Code,IA,0.06093083322048187,IA,✔️
144,Human_Code,Humano,0.21769799292087555,Humano,✔️
144,IA_Code,Humano,0.075132817029953,IA,❌
145,Human_Code,Humano,0.6817620396614075,Humano,✔️
145,IA_Code,IA,0.061612095683813095,IA,✔️
146,Human_Code,Humano,0.09228696674108505,Humano,✔️
146,IA_Code,Humano,0.20512498915195465,IA,❌
147,Human_Code,Humano,0.16935640573501587,Humano,✔️
147,IA_Code,Humano,0.15674066916108131,IA,❌
148,Human_Code,Humano,0.07534227520227432,Humano,✔️
148,IA_Code,IA,0.05952654406428337,IA,✔️
149,Human_Code,Humano,0.45126600563526154,Humano,✔️
149,IA_Code,IA,0.06104256585240364,IA,✔️
150,Human_Code,Humano,0.37672287225723267,Humano,✔️
150,IA_Code,IA,0.0657171681523323,IA,✔️
151,Human_Code,Humano,0.0854002833366394,Humano,✔️
151,IA_Code,Humano,0.07266275584697723,IA,❌
152,Human_Code,Humano,0.1488824039697647,Humano,✔️
152,IA_Code,Humano,0.0931115448474884,IA,❌
153,Human_Code,Humano,0.07886753231287003,Humano,✔️
153,IA_Code,Humano,0.16799986362457275,IA,❌
154,Human_Code,Humano,0.532226026058197,Humano,✔️
154,IA_Code,IA,0.05619468167424202,IA,✔️
155,Human_Code,IA,0.06850623339414597,Humano,❌
155,IA_Code,Humano,0.07147464901208878,IA,❌
156,Human_Code,IA,0.05999767407774925,Humano,❌
156,IA_Code,IA,0.06620601564645767,IA,✔️
157,Human_Code,Humano,0.24441815167665482,Humano,✔️
157,IA_Code,Humano,0.17853468284010887,IA,❌
158,Human_Code,Humano,0.10314473509788513,Humano,✔️
158,IA_Code,IA,0.06546038389205933,IA,✔️
159,Human_Code,Humano,0.07483383268117905,Humano,✔️
159,IA_Code,IA,0.0608644112944603,IA,✔️
160,Human_Code,Humano,0.34200626611709595,Humano,✔️
160,IA_Code,IA,0.0605502612888813,IA,✔️
161,Human_Code,Humano,0.10530684515833855,Humano,✔️
161,IA_Code,IA,0.056537073105573654,IA,✔️
162,Human_Code,IA,0.06705395132303238,Humano,❌
162,IA_Code,Humano,0.09998510777950287,IA,❌
163,Human_Code,Humano,0.2623004876077175,Humano,✔️
163,IA_Code,IA,0.05919405445456505,IA,✔️
164,Human_Code,Humano,0.23975981399416924,Humano,✔️
164,IA_Code,IA,0.06497172266244888,IA,✔️
